strain	date	PPX_accession	PPX_accession__url	INSDC_accession	INSDC_accession__url	dataUseTerms	dataUseTerms__url	region	country	clades	old_nomenclature	insertion	author	accession	division
Australia/PP_002JHN1.2/2021-07-01	2021-07-01	PP_002JHN1.2	https://pathoplexus.org/seq/PP_002JHN1.2	OP904167.1	https://www.ncbi.nlm.nih.gov/nuccore/OP904167.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Oceania	Australia	A2.2.2	A2b2	True	Tulloch, R. L.; Eden, J.-S.	PP_002JHN1	
Australia/PP_002JHQX.2/2021-07-09	2021-07-09	PP_002JHQX.2	https://pathoplexus.org/seq/PP_002JHQX.2	OP904169.1	https://www.ncbi.nlm.nih.gov/nuccore/OP904169.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Oceania	Australia	A2.2.2	A2b2	True	Tulloch, R. L.; Eden, J.-S.	PP_002JHQX	
Australia/PP_002JHST.2/2021-07-09	2021-07-09	PP_002JHST.2	https://pathoplexus.org/seq/PP_002JHST.2	OP904171.1	https://www.ncbi.nlm.nih.gov/nuccore/OP904171.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Oceania	Australia	A2.2.2	A2b2	True	Tulloch, R. L.; Eden, J.-S.	PP_002JHST	
Australia/PP_002JHTR.2/2021-06-22	2021-06-22	PP_002JHTR.2	https://pathoplexus.org/seq/PP_002JHTR.2	OP904172.1	https://www.ncbi.nlm.nih.gov/nuccore/OP904172.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Oceania	Australia	A2.2.2	A2b2	True	Tulloch, R. L.; Eden, J.-S.	PP_002JHTR	
Australia/PP_002JHHB.2/2021-06-28	2021-06-28	PP_002JHHB.2	https://pathoplexus.org/seq/PP_002JHHB.2	OP904162.1	https://www.ncbi.nlm.nih.gov/nuccore/OP904162.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Oceania	Australia	A2.2.2	A2b2	True	Tulloch, R. L.; Eden, J.-S.	PP_002JHHB	
China/PP_00486SP.1/2017-03-23	2017-03-23	PP_00486SP.1	https://pathoplexus.org/seq/PP_00486SP.1	PV218169.1	https://www.ncbi.nlm.nih.gov/nuccore/PV218169.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Asia	China	A2.2.2	A2b2	True	Kang, L.; Wang, L.; Huang, F.	PP_00486SP	Beijing
China/PP_0047Y66.1/2018-04-24	2018-04-24	PP_0047Y66.1	https://pathoplexus.org/seq/PP_0047Y66.1	PV217877.1	https://www.ncbi.nlm.nih.gov/nuccore/PV217877.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Asia	China	A2.2.2	A2b2	True	Kang, L.; Wang, L.; Huang, F.	PP_0047Y66	Beijing
China/PP_002JCN6.1/2018-04	2018-04-01 (2018-04-01 - 2018-04-26)	PP_002JCN6.1	https://pathoplexus.org/seq/PP_002JCN6.1	OP358284.1	https://www.ncbi.nlm.nih.gov/nuccore/OP358284.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Asia	China	A2.2.2	A2b2	True	Wei, T.; Wang, C.; Huang, Y.; Luo, X.; Cong, S.; Tan, J.; Xie, Z.; Zheng, L.	PP_002JCN6	
China/PP_002JCP4.1/2019-01	2019-01-31 (2019-01-05 - 2019-01-31)	PP_002JCP4.1	https://pathoplexus.org/seq/PP_002JCP4.1	OP358285.1	https://www.ncbi.nlm.nih.gov/nuccore/OP358285.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Asia	China	A2.2.2	A2b2	True	Wei, T.; Wang, C.; Huang, Y.; Luo, X.; Cong, S.; Tan, J.; Xie, Z.; Zheng, L.	PP_002JCP4	
USA/PP_002K33J.1/2020-03-03	2020-03-03	PP_002K33J.1	https://pathoplexus.org/seq/PP_002K33J.1	PP947696.1	https://www.ncbi.nlm.nih.gov/nuccore/PP947696.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	A2.2.2	A2b2	True	Roychoudhury, P.; Xie, H.; Sereewit, J.; Kim, H. G.; Greninger, A.	PP_002K33J	Washington
USA/PP_0049KRA.1/2020-02-25	2020-02-25	PP_0049KRA.1	https://pathoplexus.org/seq/PP_0049KRA.1	PX444118.1	https://www.ncbi.nlm.nih.gov/nuccore/PX444118.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	A2.2.2	A2b2	True	Lauring, A. S.; Papalambros, L. K.	PP_0049KRA	
USA/PP_0049JRB.1/2019-11-19	2019-11-19	PP_0049JRB.1	https://pathoplexus.org/seq/PP_0049JRB.1	PX444084.1	https://www.ncbi.nlm.nih.gov/nuccore/PX444084.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	A2.2.2	A2b2	True	Lauring, A. S.; Papalambros, L. K.	PP_0049JRB	
USA/PP_0049KMJ.1/2019-11-26	2019-11-26	PP_0049KMJ.1	https://pathoplexus.org/seq/PP_0049KMJ.1	PX444114.1	https://www.ncbi.nlm.nih.gov/nuccore/PX444114.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	A2.2.2	A2b2	True	Lauring, A. S.; Papalambros, L. K.	PP_0049KMJ	
USA/PP_0049KQC.1/2020-02-06	2020-02-06	PP_0049KQC.1	https://pathoplexus.org/seq/PP_0049KQC.1	PX444117.1	https://www.ncbi.nlm.nih.gov/nuccore/PX444117.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	A2.2.2	A2b2	True	Lauring, A. S.; Papalambros, L. K.	PP_0049KQC	
Australia/PP_002JCZJ.2/2019-09-15	2019-09-15	PP_002JCZJ.2	https://pathoplexus.org/seq/PP_002JCZJ.2	OP904008.1	https://www.ncbi.nlm.nih.gov/nuccore/OP904008.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Oceania	Australia	A2.2.2	A2b2	True	Tulloch, R. L.; Eden, J.-S.	PP_002JCZJ	
China/PP_002JCEP.1/2018-05	2018-05-31 (2018-05-04 - 2018-05-31)	PP_002JCEP.1	https://pathoplexus.org/seq/PP_002JCEP.1	OP345077.1	https://www.ncbi.nlm.nih.gov/nuccore/OP345077.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Asia	China	A2.2.2	A2b2	True	Wei, T.; Wang, C.; Huang, Y.; Luo, X.; Cong, S.; Tan, J.; Xie, Z.; Zheng, L.	PP_002JCEP	
China/PP_0047XBX.1/2017-12-01	2017-12-01	PP_0047XBX.1	https://pathoplexus.org/seq/PP_0047XBX.1	PV217848.1	https://www.ncbi.nlm.nih.gov/nuccore/PV217848.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Asia	China	A2.2.2	A2b2	True	Kang, L.; Wang, L.; Huang, F.	PP_0047XBX	Beijing
China/PP_0047XMA.1/2018-02-25	2018-02-25	PP_0047XMA.1	https://pathoplexus.org/seq/PP_0047XMA.1	PV217858.1	https://www.ncbi.nlm.nih.gov/nuccore/PV217858.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Asia	China	A2.2.2	A2b2	True	Kang, L.; Wang, L.; Huang, F.	PP_0047XMA	Beijing
China/PP_0047XVU.1/2018-03-15	2018-03-15	PP_0047XVU.1	https://pathoplexus.org/seq/PP_0047XVU.1	PV217866.1	https://www.ncbi.nlm.nih.gov/nuccore/PV217866.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Asia	China	A2.2.2	A2b2	True	Kang, L.; Wang, L.; Huang, F.	PP_0047XVU	Beijing
China/PP_0047YFN.1/2018-06-18	2018-06-18	PP_0047YFN.1	https://pathoplexus.org/seq/PP_0047YFN.1	PV217886.1	https://www.ncbi.nlm.nih.gov/nuccore/PV217886.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Asia	China	A2.2.2	A2b2	True	Kang, L.; Wang, L.; Huang, F.	PP_0047YFN	Beijing
China/PP_0047YSZ.1/2018-11-12	2018-11-12	PP_0047YSZ.1	https://pathoplexus.org/seq/PP_0047YSZ.1	PV217897.1	https://www.ncbi.nlm.nih.gov/nuccore/PV217897.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Asia	China	A2.2.2	A2b2	True	Kang, L.; Wang, L.; Huang, F.	PP_0047YSZ	Beijing
USA/PP_0049K4K.1/2019-02-22	2019-02-22	PP_0049K4K.1	https://pathoplexus.org/seq/PP_0049K4K.1	PX444097.1	https://www.ncbi.nlm.nih.gov/nuccore/PX444097.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	A2.2.2	A2b2	True	Lauring, A. S.; Papalambros, L. K.	PP_0049K4K	
USA/PP_0049K3M.1/2019-02-22	2019-02-22	PP_0049K3M.1	https://pathoplexus.org/seq/PP_0049K3M.1	PX444096.1	https://www.ncbi.nlm.nih.gov/nuccore/PX444096.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	A2.2.2	A2b2	True	Lauring, A. S.; Papalambros, L. K.	PP_0049K3M	
China/PP_002GS8S.1/2017-05-18	2017-05-18	PP_002GS8S.1	https://pathoplexus.org/seq/PP_002GS8S.1	MN745086.1	https://www.ncbi.nlm.nih.gov/nuccore/MN745086.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Asia	China	A2.2.2	A2b2	True	Wang, C.; Xie, Z.; Wei, T.; Yao, L.; Guo, J.; Ma, F.; Wang, H.; Zheng, L.	PP_002GS8S	
China/PP_002HCYN.1/2018-05	2018-05-01 (2018-05-01 - 2018-05-28)	PP_002HCYN.1	https://pathoplexus.org/seq/PP_002HCYN.1	MZ851992.1	https://www.ncbi.nlm.nih.gov/nuccore/MZ851992.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Asia	China	A2.2.2	A2b2	True	Wei, T.; Wang, C.; Huang, Y.; Luo, X.; Cong, S.; Tan, J.; Xie, Z.; Zheng, L.	PP_002HCYN	
China/PP_0047XYN.1/2018-03-23	2018-03-23	PP_0047XYN.1	https://pathoplexus.org/seq/PP_0047XYN.1	PV217869.1	https://www.ncbi.nlm.nih.gov/nuccore/PV217869.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Asia	China	A2.2.2	A2b2	True	Kang, L.; Wang, L.; Huang, F.	PP_0047XYN	Beijing
China/PP_002JCHG.1/2018-11	2018-11-01 (2018-11-01 - 2018-11-26)	PP_002JCHG.1	https://pathoplexus.org/seq/PP_002JCHG.1	OP345080.1	https://www.ncbi.nlm.nih.gov/nuccore/OP345080.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Asia	China	A2.2.2	A2b2	True	Wei, T.; Wang, C.; Huang, Y.; Luo, X.; Cong, S.; Tan, J.; Xie, Z.; Zheng, L.	PP_002JCHG	
China/PP_0047Z9Z.1/2019-01-09	2019-01-09	PP_0047Z9Z.1	https://pathoplexus.org/seq/PP_0047Z9Z.1	PV217914.1	https://www.ncbi.nlm.nih.gov/nuccore/PV217914.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Asia	China	A2.2.2	A2b2	True	Kang, L.; Wang, L.; Huang, F.	PP_0047Z9Z	Beijing
China/PP_002GS9Q.1/2018-03-12	2018-03-12	PP_002GS9Q.1	https://pathoplexus.org/seq/PP_002GS9Q.1	MN745087.1	https://www.ncbi.nlm.nih.gov/nuccore/MN745087.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Asia	China	A2.2.2	A2b2	True	Wang, C.; Xie, Z.; Wei, T.; Yao, L.; Guo, J.; Ma, F.; Wang, H.; Zheng, L.	PP_002GS9Q	
China/PP_002JCFM.1/2018-11	2018-11-30 (2018-11-04 - 2018-11-30)	PP_002JCFM.1	https://pathoplexus.org/seq/PP_002JCFM.1	OP345078.1	https://www.ncbi.nlm.nih.gov/nuccore/OP345078.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Asia	China	A2.2.2	A2b2	True	Wei, T.; Wang, C.; Huang, Y.; Luo, X.; Cong, S.; Tan, J.; Xie, Z.; Zheng, L.	PP_002JCFM	
China/PP_002JCGK.1/2018-11	2018-11-01 (2018-11-01 - 2018-11-26)	PP_002JCGK.1	https://pathoplexus.org/seq/PP_002JCGK.1	OP345079.1	https://www.ncbi.nlm.nih.gov/nuccore/OP345079.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Asia	China	A2.2.2	A2b2	True	Wei, T.; Wang, C.; Huang, Y.; Luo, X.; Cong, S.; Tan, J.; Xie, Z.; Zheng, L.	PP_002JCGK	
Australia/PP_002JDL9.2/2019-09-21	2019-09-21	PP_002JDL9.2	https://pathoplexus.org/seq/PP_002JDL9.2	OP904029.1	https://www.ncbi.nlm.nih.gov/nuccore/OP904029.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Oceania	Australia	A2.2.2	A2b2	True	Tulloch, R. L.; Eden, J.-S.	PP_002JDL9	
Japan/PP_002F6JT.2/2018-02-27	2018-02-27	PP_002F6JT.2	https://pathoplexus.org/seq/PP_002F6JT.2	LC671555.1	https://www.ncbi.nlm.nih.gov/nuccore/LC671555.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Asia	Japan	A2.2.2	A2b2	True	Sugimoto, S.; Kawase, M.; Suwa, R.; Kakizaki, M.; Kume, Y.; Chishiki, M.; Ono, T.; Okabe, H.; Norito, S.; Hosoya, M.; Hashimoto, K.; Shirato, K.; Nao, N.; Sato, M.; Sakuma, H.; Suzuki, S.; Takeda, M.; Ujike, M.; Go, H.	PP_002F6JT	Tokyo
Australia/PP_002JHXH.2/2019-07-26	2019-07-26	PP_002JHXH.2	https://pathoplexus.org/seq/PP_002JHXH.2	OP904176.1	https://www.ncbi.nlm.nih.gov/nuccore/OP904176.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Oceania	Australia	A2.2.2	A2b2	True	Tulloch, R. L.; Eden, J.-S.	PP_002JHXH	
Australia/PP_002JDN5.2/2019-09-23	2019-09-23	PP_002JDN5.2	https://pathoplexus.org/seq/PP_002JDN5.2	OP904031.1	https://www.ncbi.nlm.nih.gov/nuccore/OP904031.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Oceania	Australia	A2.2.2	A2b2	True	Tulloch, R. L.; Eden, J.-S.	PP_002JDN5	
Australia/PP_002JH1A.2/2019-09-27	2019-09-27	PP_002JH1A.2	https://pathoplexus.org/seq/PP_002JH1A.2	OP904146.1	https://www.ncbi.nlm.nih.gov/nuccore/OP904146.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Oceania	Australia	A2.2.2	A2b2	True	Tulloch, R. L.; Eden, J.-S.	PP_002JH1A	
Australia/PP_002JJ19.2/2019-07-25	2019-07-25	PP_002JJ19.2	https://pathoplexus.org/seq/PP_002JJ19.2	OP904180.1	https://www.ncbi.nlm.nih.gov/nuccore/OP904180.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Oceania	Australia	A2.2.2	A2b2	True	Tulloch, R. L.; Eden, J.-S.	PP_002JJ19	
Australia/PP_002JJ27.2/2019-07-25	2019-07-25	PP_002JJ27.2	https://pathoplexus.org/seq/PP_002JJ27.2	OP904181.1	https://www.ncbi.nlm.nih.gov/nuccore/OP904181.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Oceania	Australia	A2.2.2	A2b2	True	Tulloch, R. L.; Eden, J.-S.	PP_002JJ27	
Australia/PP_002JCYL.2/2019-09-13	2019-09-13	PP_002JCYL.2	https://pathoplexus.org/seq/PP_002JCYL.2	OP904007.1	https://www.ncbi.nlm.nih.gov/nuccore/OP904007.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Oceania	Australia	A2.2.2	A2b2	True	Tulloch, R. L.; Eden, J.-S.	PP_002JCYL	
Australia/PP_002JD1E.2/2019-09-13	2019-09-13	PP_002JD1E.2	https://pathoplexus.org/seq/PP_002JD1E.2	OP904010.1	https://www.ncbi.nlm.nih.gov/nuccore/OP904010.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Oceania	Australia	A2.2.2	A2b2	True	Tulloch, R. L.; Eden, J.-S.	PP_002JD1E	
Australia/PP_002JDM7.2/2019-09-20	2019-09-20	PP_002JDM7.2	https://pathoplexus.org/seq/PP_002JDM7.2	OP904030.1	https://www.ncbi.nlm.nih.gov/nuccore/OP904030.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Oceania	Australia	A2.2.2	A2b2	True	Tulloch, R. L.; Eden, J.-S.	PP_002JDM7	
Australia/PP_002JHWK.2/2019-07-27	2019-07-27	PP_002JHWK.2	https://pathoplexus.org/seq/PP_002JHWK.2	OP904175.1	https://www.ncbi.nlm.nih.gov/nuccore/OP904175.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Oceania	Australia	A2.2.2	A2b2	True	Tulloch, R. L.; Eden, J.-S.	PP_002JHWK	
Australia/PP_002JFJB.2/2017-08-14	2017-08-14	PP_002JFJB.2	https://pathoplexus.org/seq/PP_002JFJB.2	OP904095.1	https://www.ncbi.nlm.nih.gov/nuccore/OP904095.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Oceania	Australia	A2.2.2	A2b2	True	Tulloch, R. L.; Eden, J.-S.	PP_002JFJB	
Australia/PP_002JFK9.2/2017-11-30	2017-11-30	PP_002JFK9.2	https://pathoplexus.org/seq/PP_002JFK9.2	OP904096.1	https://www.ncbi.nlm.nih.gov/nuccore/OP904096.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Oceania	Australia	A2.2.2	A2b2	True	Tulloch, R. L.; Eden, J.-S.	PP_002JFK9	
China/PP_0048129.1/2023-11-14	2023-11-14	PP_0048129.1	https://pathoplexus.org/seq/PP_0048129.1	PV217975.1	https://www.ncbi.nlm.nih.gov/nuccore/PV217975.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Asia	China	A2.2.2	A2b2	False	Kang, L.; Wang, L.; Huang, F.	PP_0048129	Beijing
China/PP_004DQTT.1/2023-12	2023-12-31 (2023-12-04 - 2023-12-31)	PP_004DQTT.1	https://pathoplexus.org/seq/PP_004DQTT.1	PV612395.1	https://www.ncbi.nlm.nih.gov/nuccore/PV612395.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Asia	China	A2.2.2	A2b2	True	Song, Z. X.; Sui, L. Y.; Liu, Q.	PP_004DQTT	Jilin
China/PP_0048228.1/2024-01-21	2024-01-21	PP_0048228.1	https://pathoplexus.org/seq/PP_0048228.1	PV218009.1	https://www.ncbi.nlm.nih.gov/nuccore/PV218009.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Asia	China	A2.2.2	A2b2	False	Kang, L.; Wang, L.; Huang, F.	PP_0048228	Beijing
China/PP_00482BQ.1/2024-02-18	2024-02-18	PP_00482BQ.1	https://pathoplexus.org/seq/PP_00482BQ.1	PV218018.1	https://www.ncbi.nlm.nih.gov/nuccore/PV218018.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Asia	China	A2.2.2	A2b2	False	Kang, L.; Wang, L.; Huang, F.	PP_00482BQ	Beijing
China/PP_00481N2.1/2023-12-28	2023-12-28	PP_00481N2.1	https://pathoplexus.org/seq/PP_00481N2.1	PV217995.1	https://www.ncbi.nlm.nih.gov/nuccore/PV217995.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Asia	China	A2.2.2	A2b2	False	Kang, L.; Wang, L.; Huang, F.	PP_00481N2	Beijing
China/PP_00481QY.1/2024-01-16	2024-01-16	PP_00481QY.1	https://pathoplexus.org/seq/PP_00481QY.1	PV217997.1	https://www.ncbi.nlm.nih.gov/nuccore/PV217997.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Asia	China	A2.2.2	A2b2	False	Kang, L.; Wang, L.; Huang, F.	PP_00481QY	Beijing
China/PP_00480N3.1/2022-11-14	2022-11-14	PP_00480N3.1	https://pathoplexus.org/seq/PP_00480N3.1	PV217961.1	https://www.ncbi.nlm.nih.gov/nuccore/PV217961.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Asia	China	A2.2.2	A2b2	False	Kang, L.; Wang, L.; Huang, F.	PP_00480N3	Beijing
China/PP_00480WM.1/2023-09-20	2023-09-20	PP_00480WM.1	https://pathoplexus.org/seq/PP_00480WM.1	PV217969.1	https://www.ncbi.nlm.nih.gov/nuccore/PV217969.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Asia	China	A2.2.2	A2b2	False	Kang, L.; Wang, L.; Huang, F.	PP_00480WM	Beijing
China/PP_0048137.1/2023-11-18	2023-11-18	PP_0048137.1	https://pathoplexus.org/seq/PP_0048137.1	PV217976.1	https://www.ncbi.nlm.nih.gov/nuccore/PV217976.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Asia	China	A2.2.2	A2b2	False	Kang, L.; Wang, L.; Huang, F.	PP_0048137	Beijing
USA/PP_004F85G.1/2017-06	2017-06-01 (2017-06-01 - 2017-06-27)	PP_004F85G.1	https://pathoplexus.org/seq/PP_004F85G.1	PV796926.1	https://www.ncbi.nlm.nih.gov/nuccore/PV796926.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	A2.2.2	A2b2	True	Pless, L. L.; Damodaron, L.; Pomponio, R.; Patrick, R.; Griffith, M. P.; Walters, S.; Waggle, K. D.; Pleskovitch, A.; Rangachar Srinivasa, V.; Varela, C. A.; Harrison, L. H.; Barton, J. P.; Moncla, L. H.; Michaels, M. G.; Williams, J. V.; Wang-Erickson, A. F.; Wang-Erickson, A.	PP_004F85G	Pittsburgh
USA/PP_004F7RA.1/2017-04	2017-04-30 (2017-04-04 - 2017-04-30)	PP_004F7RA.1	https://pathoplexus.org/seq/PP_004F7RA.1	PV796912.1	https://www.ncbi.nlm.nih.gov/nuccore/PV796912.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	A2.2.2	A2b2	True	Pless, L. L.; Damodaron, L.; Pomponio, R.; Patrick, R.; Griffith, M. P.; Walters, S.; Waggle, K. D.; Pleskovitch, A.; Rangachar Srinivasa, V.; Varela, C. A.; Harrison, L. H.; Barton, J. P.; Moncla, L. H.; Michaels, M. G.; Williams, J. V.; Wang-Erickson, A. F.; Wang-Erickson, A.	PP_004F7RA	Pittsburgh
USA/PP_004F7ZU.1/2017-05	2017-05-01 (2017-05-01 - 2017-05-28)	PP_004F7ZU.1	https://pathoplexus.org/seq/PP_004F7ZU.1	PV796920.1	https://www.ncbi.nlm.nih.gov/nuccore/PV796920.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	A2.2.2	A2b2	True	Pless, L. L.; Damodaron, L.; Pomponio, R.; Patrick, R.; Griffith, M. P.; Walters, S.; Waggle, K. D.; Pleskovitch, A.; Rangachar Srinivasa, V.; Varela, C. A.; Harrison, L. H.; Barton, J. P.; Moncla, L. H.; Michaels, M. G.; Williams, J. V.; Wang-Erickson, A. F.; Wang-Erickson, A.	PP_004F7ZU	Pittsburgh
USA/PP_002K2HQ.1/2020-01-08	2020-01-08	PP_002K2HQ.1	https://pathoplexus.org/seq/PP_002K2HQ.1	PP947676.1	https://www.ncbi.nlm.nih.gov/nuccore/PP947676.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	A2.2.2	A2b2	True	Roychoudhury, P.; Xie, H.; Sereewit, J.; Kim, H. G.; Greninger, A.	PP_002K2HQ	Washington
USA/PP_002K0GV.1/2020-03-05	2020-03-05	PP_002K0GV.1	https://pathoplexus.org/seq/PP_002K0GV.1	PP947607.1	https://www.ncbi.nlm.nih.gov/nuccore/PP947607.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	A2.2.2	A2b2	True	Roychoudhury, P.; Xie, H.; Sereewit, J.; Kim, H. G.; Greninger, A.	PP_002K0GV	Washington
Taiwan/PP_002JY6K.1/2023-07-15	2023-07-15	PP_002JY6K.1	https://pathoplexus.org/seq/PP_002JY6K.1	PP763212.1	https://www.ncbi.nlm.nih.gov/nuccore/PP763212.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Asia	Taiwan	A2.2.2	A2b2	True	Lee, Cy.	PP_002JY6K	
USA/PP_002K2A5.1/2020-01-01	2020-01-01	PP_002K2A5.1	https://pathoplexus.org/seq/PP_002K2A5.1	PP947669.1	https://www.ncbi.nlm.nih.gov/nuccore/PP947669.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	A2.2.2	A2b2	True	Roychoudhury, P.; Xie, H.; Sereewit, J.; Kim, H. G.; Greninger, A.	PP_002K2A5	Washington
USA/PP_002K35E.1/2020-01-01	2020-01-01	PP_002K35E.1	https://pathoplexus.org/seq/PP_002K35E.1	PP947698.1	https://www.ncbi.nlm.nih.gov/nuccore/PP947698.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	A2.2.2	A2b2	True	Roychoudhury, P.; Xie, H.; Sereewit, J.; Kim, H. G.; Greninger, A.	PP_002K35E	Washington
USA/PP_002K792.1/2019-12-05	2019-12-05	PP_002K792.1	https://pathoplexus.org/seq/PP_002K792.1	PQ634888.1	https://www.ncbi.nlm.nih.gov/nuccore/PQ634888.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	A2.2.2	A2b2	True	Roychoudhury, P.; Xie, H.; Furlong, J.; Kim, H. G.; Greninger, A.	PP_002K792	Washington
USA/PP_002K8FP.1/2019-12-05	2019-12-05	PP_002K8FP.1	https://pathoplexus.org/seq/PP_002K8FP.1	PQ634928.1	https://www.ncbi.nlm.nih.gov/nuccore/PQ634928.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	A2.2.2	A2b2	True	Roychoudhury, P.; Xie, H.; Furlong, J.; Kim, H. G.; Greninger, A.	PP_002K8FP	Washington
USA/PP_002KG8V.1/2019-06	2019-06-01 (2019-06-01 - 2019-06-27)	PP_002KG8V.1	https://pathoplexus.org/seq/PP_002KG8V.1	PV383356.1	https://www.ncbi.nlm.nih.gov/nuccore/PV383356.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	A2.2.2	A2b2	True	Rangachar Srinivasa, V.; Griffith, M.; Sundermann, A.; Mills, E.; Raabe, N. J.; Shutt, K. A.; Phan, T.; Wang-Erickson, A.; Marsh, J.; Snyder, G.; Van Tyne, D.; Pless, L.; Harrison, L. H.; Waggle, K.	PP_002KG8V	Pittsburgh
USA/PP_002KF7Y.1/2019-07	2019-07-16 (2019-07-01 - 2019-07-31)	PP_002KF7Y.1	https://pathoplexus.org/seq/PP_002KF7Y.1	PV383321.1	https://www.ncbi.nlm.nih.gov/nuccore/PV383321.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	A2.2.2	A2b2	True	Rangachar Srinivasa, V.; Griffith, M.; Sundermann, A.; Mills, E.; Raabe, N. J.; Shutt, K. A.; Phan, T.; Wang-Erickson, A.; Marsh, J.; Snyder, G.; Van Tyne, D.; Pless, L.; Harrison, L. H.; Waggle, K.	PP_002KF7Y	Pittsburgh
USA/PP_004F9PC.1/2019-07	2019-07-16 (2019-07-01 - 2019-07-31)	PP_004F9PC.1	https://pathoplexus.org/seq/PP_004F9PC.1	PV796978.1	https://www.ncbi.nlm.nih.gov/nuccore/PV796978.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	A2.2.2	A2b2	True	Pless, L. L.; Damodaron, L.; Pomponio, R.; Patrick, R.; Griffith, M. P.; Walters, S.; Waggle, K. D.; Pleskovitch, A.; Rangachar Srinivasa, V.; Varela, C. A.; Harrison, L. H.; Barton, J. P.; Moncla, L. H.; Michaels, M. G.; Williams, J. V.; Wang-Erickson, A. F.; Wang-Erickson, A.	PP_004F9PC	Pittsburgh
