strain	date	country	division	author	author__url	accession	accession__url
G3765	2014-06-14	Sierra Leone	Kailahun	Gire et al	https://www.ncbi.nlm.nih.gov/pubmed/25214632	KM233064	https://www.ncbi.nlm.nih.gov/nuccore/KM233064
G3764	2014-06-12	Sierra Leone	Sierra Leone	Gire et al	https://www.ncbi.nlm.nih.gov/pubmed/25214632	KM233063	https://www.ncbi.nlm.nih.gov/nuccore/KM233063
EM115	2014-06-03	Sierra Leone	Kailahun	Gire et al	https://www.ncbi.nlm.nih.gov/pubmed/25214632	KM233041	https://www.ncbi.nlm.nih.gov/nuccore/KM233041
G3805	2014-06-15	Sierra Leone	Kailahun	Gire et al	https://www.ncbi.nlm.nih.gov/pubmed/25214632	KM233082	https://www.ncbi.nlm.nih.gov/nuccore/KM233082
G3814	2014-06-15	Sierra Leone	Kailahun	Gire et al	https://www.ncbi.nlm.nih.gov/pubmed/25214632	KM233089	https://www.ncbi.nlm.nih.gov/nuccore/KM233089
G4337.1	2014-07-14	Sierra Leone	Kailahun	Goba et al		KR105238	https://www.ncbi.nlm.nih.gov/nuccore/KR105238
G3845.2	2014-06-19	Sierra Leone	Kenema	Goba et al		KR105201	https://www.ncbi.nlm.nih.gov/nuccore/KR105201
G4252.1	2014-07-11	Sierra Leone	Kailahun	Goba et al		KR105224	https://www.ncbi.nlm.nih.gov/nuccore/KR105224
G4527.2	2014-07-26	Sierra Leone	Kenema	Goba et al		KR105261	https://www.ncbi.nlm.nih.gov/nuccore/KR105261
G4133.1	2014-07-04	Sierra Leone	Kailahun	Goba et al		KR105214	https://www.ncbi.nlm.nih.gov/nuccore/KR105214
G3950.1	2014-06-24	Sierra Leone	Sierra Leone	Goba et al		KR105210	https://www.ncbi.nlm.nih.gov/nuccore/KR105210
G3917.1	2014-06-21	Sierra Leone	Kenema	Goba et al		KR105207	https://www.ncbi.nlm.nih.gov/nuccore/KR105207
G4751.1	2014-08-05	Sierra Leone	Sierra Leone	Goba et al		KR105271	https://www.ncbi.nlm.nih.gov/nuccore/KR105271
G4200.1	2014-07-08	Sierra Leone	Kenema	Goba et al		KR105217	https://www.ncbi.nlm.nih.gov/nuccore/KR105217
G4250.1	2014-07-11	Sierra Leone	Kailahun	Goba et al		KR105222	https://www.ncbi.nlm.nih.gov/nuccore/KR105222
G4254.1	2014-07-11	Sierra Leone	Kailahun	Goba et al		KR105225	https://www.ncbi.nlm.nih.gov/nuccore/KR105225
G4251.1	2014-07-11	Sierra Leone	Kailahun	Goba et al		KR105223	https://www.ncbi.nlm.nih.gov/nuccore/KR105223
G4236.1	2014-07-10	Sierra Leone	Kailahun	Goba et al		KR105221	https://www.ncbi.nlm.nih.gov/nuccore/KR105221
G4333.1	2014-07-13	Sierra Leone	Kailahun	Goba et al		KR105236	https://www.ncbi.nlm.nih.gov/nuccore/KR105236
G4299.1	2014-07-12	Sierra Leone	Kailahun	Goba et al		KR105229	https://www.ncbi.nlm.nih.gov/nuccore/KR105229
V20143466	2014-11-01	Sierra Leone	Kenema	Whitmer et al A		KR653304	https://www.ncbi.nlm.nih.gov/nuccore/KR653304
V20142065	2014-10-11	Sierra Leone	Kenema	Whitmer et al A		KR653274	https://www.ncbi.nlm.nih.gov/nuccore/KR653274
V20143164	2014-10-27	Sierra Leone	Kenema	Whitmer et al A		KR653277	https://www.ncbi.nlm.nih.gov/nuccore/KR653277
J0156	2014-11-07	Sierra Leone	Western Urban	Tong et al A	https://www.ncbi.nlm.nih.gov/pubmed/25970247	KP759698	https://www.ncbi.nlm.nih.gov/nuccore/KP759698
PL2921	2015-02-03	Sierra Leone	Kambia	Arias et al		KU296506	https://www.ncbi.nlm.nih.gov/nuccore/KU296506
KT4801	2015-02-10	Sierra Leone	Sierra Leone	Arias et al		KU296722	https://www.ncbi.nlm.nih.gov/nuccore/KU296722
KT2810	2014-12-16	Sierra Leone	Sierra Leone	Arias et al		KU296778	https://www.ncbi.nlm.nih.gov/nuccore/KU296778
G4419.1	2014-07-19	Sierra Leone	Kenema	Goba et al		KR105249	https://www.ncbi.nlm.nih.gov/nuccore/KR105249
V20140161	2014-08-27	Sierra Leone	Kailahun	Whitmer et al A		KR653265	https://www.ncbi.nlm.nih.gov/nuccore/KR653265
G4217.1	2014-07-08	Sierra Leone	Bo	Goba et al		KR105218	https://www.ncbi.nlm.nih.gov/nuccore/KR105218
G5879.1	2014-09-22	Sierra Leone	Pujehun	Goba et al		KR105330	https://www.ncbi.nlm.nih.gov/nuccore/KR105330
V20141012	2014-09-21	Sierra Leone	Pujehun	Whitmer et al A		KR653244	https://www.ncbi.nlm.nih.gov/nuccore/KR653244
V20140100	2014-08-24	Sierra Leone	Pujehun	Whitmer et al A		KR653241	https://www.ncbi.nlm.nih.gov/nuccore/KR653241
G6060.1	2014-09-25	Sierra Leone	Pujehun	Goba et al		KR105342	https://www.ncbi.nlm.nih.gov/nuccore/KR105342
G6062.1	2014-09-25	Sierra Leone	Pujehun	Goba et al		KR105343	https://www.ncbi.nlm.nih.gov/nuccore/KR105343
V20141643	2014-10-04	Sierra Leone	Pujehun	Whitmer et al A		KR653233	https://www.ncbi.nlm.nih.gov/nuccore/KR653233
G4190.1	2014-07-07	Sierra Leone	Kailahun	Goba et al		KR105216	https://www.ncbi.nlm.nih.gov/nuccore/KR105216
V20142407	2014-10-16	Sierra Leone	Tonkolili	Whitmer et al A		KR653249	https://www.ncbi.nlm.nih.gov/nuccore/KR653249
V20142417	2014-10-19	Sierra Leone	Bo	Whitmer et al A		KR653254	https://www.ncbi.nlm.nih.gov/nuccore/KR653254
V20143964	2014-11-07	Sierra Leone	Bo	Whitmer et al A		KR653242	https://www.ncbi.nlm.nih.gov/nuccore/KR653242
J0051	2014-10-07	Sierra Leone	Western Urban	Tong et al A	https://www.ncbi.nlm.nih.gov/pubmed/25970247	KP759633	https://www.ncbi.nlm.nih.gov/nuccore/KP759633
KT5022	2015-02-13	Sierra Leone	Western Rural	Arias et al		KU296519	https://www.ncbi.nlm.nih.gov/nuccore/KU296519
J0137	2014-11-01	Sierra Leone	Western Rural	Tong et al A	https://www.ncbi.nlm.nih.gov/pubmed/25970247	KP759685	https://www.ncbi.nlm.nih.gov/nuccore/KP759685
J0053	2014-10-06	Sierra Leone	Western Rural	Tong et al A	https://www.ncbi.nlm.nih.gov/pubmed/25970247	KP759721	https://www.ncbi.nlm.nih.gov/nuccore/KP759721
J0092	2014-10-25	Sierra Leone	Western Rural	Tong et al A	https://www.ncbi.nlm.nih.gov/pubmed/25970247	KP759650	https://www.ncbi.nlm.nih.gov/nuccore/KP759650
J0054	2014-10-06	Sierra Leone	Western Rural	Tong et al A	https://www.ncbi.nlm.nih.gov/pubmed/25970247	KP759722	https://www.ncbi.nlm.nih.gov/nuccore/KP759722
G6012.1	2014-09-25	Sierra Leone	Sierra Leone	Goba et al		KR105340	https://www.ncbi.nlm.nih.gov/nuccore/KR105340
77577_EMLK	2015-01-03	Sierra Leone	Western Urban	Arias et al		KU296533	https://www.ncbi.nlm.nih.gov/nuccore/KU296533
77578_EMLK	2015-01-03	Sierra Leone	Western Urban	Arias et al		KU296806	https://www.ncbi.nlm.nih.gov/nuccore/KU296806
77588_EMLK	2015-01-04	Sierra Leone	Western Urban	Arias et al		KU296801	https://www.ncbi.nlm.nih.gov/nuccore/KU296801
J0099	2014-10-28	Sierra Leone	Kambia	Tong et al A	https://www.ncbi.nlm.nih.gov/pubmed/25970247	KP759764	https://www.ncbi.nlm.nih.gov/nuccore/KP759764
PL4226	2015-03-02	Sierra Leone	Kambia	Arias et al		KU296615	https://www.ncbi.nlm.nih.gov/nuccore/KU296615
PL4763	2015-03-14	Sierra Leone	Kambia	Arias et al		KU296503	https://www.ncbi.nlm.nih.gov/nuccore/KU296503
PL4483	2015-03-08	Sierra Leone	Kambia	Arias et al		KU296389	https://www.ncbi.nlm.nih.gov/nuccore/KU296389
PL4865	2015-03-16	Sierra Leone	Kambia	Arias et al		KU296633	https://www.ncbi.nlm.nih.gov/nuccore/KU296633
PL4864	2015-03-16	Sierra Leone	Kambia	Arias et al		KU296437	https://www.ncbi.nlm.nih.gov/nuccore/KU296437
PL4866	2015-03-16	Sierra Leone	Kambia	Arias et al		KU296390	https://www.ncbi.nlm.nih.gov/nuccore/KU296390
PL4736	2015-03-13	Sierra Leone	Kambia	Arias et al		KU296724	https://www.ncbi.nlm.nih.gov/nuccore/KU296724
PL5025	2015-03-20	Sierra Leone	Kambia	Arias et al		KU296412	https://www.ncbi.nlm.nih.gov/nuccore/KU296412
PL5157	2015-03-22	Sierra Leone	Port Loko	Arias et al		KU296421	https://www.ncbi.nlm.nih.gov/nuccore/KU296421
PL7626	2015-06-04	Sierra Leone	Port Loko	Arias et al		KU296753	https://www.ncbi.nlm.nih.gov/nuccore/KU296753
DML24708	2015-01-28	Sierra Leone	Kono	Smits et al		KT357845	https://www.ncbi.nlm.nih.gov/nuccore/KT357845
14743_EML	2015-04-19	Sierra Leone	Kambia	Arias et al		KU296298	https://www.ncbi.nlm.nih.gov/nuccore/KU296298
15674_EMLK	2015-06-28	Sierra Leone	Kambia	Arias et al		KU296843	https://www.ncbi.nlm.nih.gov/nuccore/KU296843
PL6049	2015-04-11	Sierra Leone	Kambia	Arias et al		KU296743	https://www.ncbi.nlm.nih.gov/nuccore/KU296743
15470_EMLK	2015-06-16	Sierra Leone	Kambia	Arias et al		KU296543	https://www.ncbi.nlm.nih.gov/nuccore/KU296543
15661_EMLK	2015-06-28	Sierra Leone	Kambia	Arias et al		KU296822	https://www.ncbi.nlm.nih.gov/nuccore/KU296822
15323_EMLK	2015-06-07	Sierra Leone	Kambia	Arias et al		KU296668	https://www.ncbi.nlm.nih.gov/nuccore/KU296668
15274_EMLK	2015-06-04	Sierra Leone	Kambia	Arias et al		KU296337	https://www.ncbi.nlm.nih.gov/nuccore/KU296337
15314_EMLK	2015-06-06	Sierra Leone	Kambia	Arias et al		KU296600	https://www.ncbi.nlm.nih.gov/nuccore/KU296600
15686_EMLK	2015-06-30	Sierra Leone	Kambia	Arias et al		KU296555	https://www.ncbi.nlm.nih.gov/nuccore/KU296555
15338_EMLK	2015-06-08	Sierra Leone	Kambia	Arias et al		KU296414	https://www.ncbi.nlm.nih.gov/nuccore/KU296414
15207R_EMLK	2015-05-29	Sierra Leone	Kambia	Arias et al		KU296488	https://www.ncbi.nlm.nih.gov/nuccore/KU296488
15349_EMLK	2015-06-09	Sierra Leone	Kambia	Arias et al		KU296442	https://www.ncbi.nlm.nih.gov/nuccore/KU296442
15438R_EMLK	2015-06-14	Sierra Leone	Kambia	Arias et al		KU296353	https://www.ncbi.nlm.nih.gov/nuccore/KU296353
KT7095	2015-07-05	Sierra Leone	Kambia	Arias et al		KU296690	https://www.ncbi.nlm.nih.gov/nuccore/KU296690
19521_EMLK	2015-07-05	Sierra Leone	Kambia	Arias et al		KU296306	https://www.ncbi.nlm.nih.gov/nuccore/KU296306
15421_EMLK	2015-06-13	Sierra Leone	Kambia	Arias et al		KU296796	https://www.ncbi.nlm.nih.gov/nuccore/KU296796
19560R_EMLK	2015-07-07	Sierra Leone	Kambia	Arias et al		KU296580	https://www.ncbi.nlm.nih.gov/nuccore/KU296580
15543_EMLK	2015-06-22	Sierra Leone	Kambia	Arias et al		KU296666	https://www.ncbi.nlm.nih.gov/nuccore/KU296666
20525_EMLK	2015-09-06	Sierra Leone	Kambia	Arias et al		KU296487	https://www.ncbi.nlm.nih.gov/nuccore/KU296487
020380_EMLK	2015-08-28	Sierra Leone	Kambia	Arias et al		KU296775	https://www.ncbi.nlm.nih.gov/nuccore/KU296775
20547_EMLK	2015-09-07	Sierra Leone	Kambia	Arias et al		KU296455	https://www.ncbi.nlm.nih.gov/nuccore/KU296455
020484_EMLK	2015-09-04	Sierra Leone	Kambia	Arias et al		KU296462	https://www.ncbi.nlm.nih.gov/nuccore/KU296462
20524_EMLK	2015-09-06	Sierra Leone	Kambia	Arias et al		KU296424	https://www.ncbi.nlm.nih.gov/nuccore/KU296424
PL7774	2015-06-08	Sierra Leone	Sierra Leone	Arias et al		KU296589	https://www.ncbi.nlm.nih.gov/nuccore/KU296589
15360_EMLK	2015-06-08	Sierra Leone	Kambia	Arias et al		KU296399	https://www.ncbi.nlm.nih.gov/nuccore/KU296399
PL7401	2015-05-27	Sierra Leone	Port Loko	Arias et al		KU296819	https://www.ncbi.nlm.nih.gov/nuccore/KU296819
PL7834	2015-06-10	Sierra Leone	Port Loko	Arias et al		KU296326	https://www.ncbi.nlm.nih.gov/nuccore/KU296326
PL7709	2015-06-06	Sierra Leone	Port Loko	Arias et al		KU296426	https://www.ncbi.nlm.nih.gov/nuccore/KU296426
PL7773	2015-06-08	Sierra Leone	Sierra Leone	Arias et al		KU296417	https://www.ncbi.nlm.nih.gov/nuccore/KU296417
PL8630	2015-06-29	Sierra Leone	Port Loko	Arias et al		KU296325	https://www.ncbi.nlm.nih.gov/nuccore/KU296325
PL8128	2015-06-16	Sierra Leone	Port Loko	Arias et al		KU296340	https://www.ncbi.nlm.nih.gov/nuccore/KU296340
15327_EMLK	2015-06-07	Sierra Leone	Kambia	Arias et al		KU296649	https://www.ncbi.nlm.nih.gov/nuccore/KU296649
PL8896	2015-07-06	Sierra Leone	Port Loko	Arias et al		KU296342	https://www.ncbi.nlm.nih.gov/nuccore/KU296342
PL9192	2015-07-13	Sierra Leone	Port Loko	Arias et al		KU296401	https://www.ncbi.nlm.nih.gov/nuccore/KU296401
PL8310	2015-06-21	Sierra Leone	Port Loko	Arias et al		KU296618	https://www.ncbi.nlm.nih.gov/nuccore/KU296618
PL8780	2015-07-03	Sierra Leone	Port Loko	Arias et al		KU296404	https://www.ncbi.nlm.nih.gov/nuccore/KU296404
PL9199	2015-07-13	Sierra Leone	Port Loko	Arias et al		KU296371	https://www.ncbi.nlm.nih.gov/nuccore/KU296371
PL9150	2015-07-12	Sierra Leone	Port Loko	Arias et al		KU296522	https://www.ncbi.nlm.nih.gov/nuccore/KU296522
PL7053	2015-05-15	Sierra Leone	Port Loko	Arias et al		KU296757	https://www.ncbi.nlm.nih.gov/nuccore/KU296757
PL7678	2015-06-06	Sierra Leone	Port Loko	Arias et al		KU296625	https://www.ncbi.nlm.nih.gov/nuccore/KU296625
PL8172	2015-06-18	Sierra Leone	Port Loko	Arias et al		KU296428	https://www.ncbi.nlm.nih.gov/nuccore/KU296428
PL8429	2015-06-24	Sierra Leone	Port Loko	Arias et al		KU296440	https://www.ncbi.nlm.nih.gov/nuccore/KU296440
PL7947	2015-06-12	Sierra Leone	Port Loko	Arias et al		KU296571	https://www.ncbi.nlm.nih.gov/nuccore/KU296571
PL7801	2015-06-09	Sierra Leone	Port Loko	Arias et al		KU296327	https://www.ncbi.nlm.nih.gov/nuccore/KU296327
PL7577	2015-06-03	Sierra Leone	Port Loko	Arias et al		KU296385	https://www.ncbi.nlm.nih.gov/nuccore/KU296385
PL7511	2015-06-01	Sierra Leone	Port Loko	Arias et al		KU296685	https://www.ncbi.nlm.nih.gov/nuccore/KU296685
PL7551	2015-06-02	Sierra Leone	Port Loko	Arias et al		KU296322	https://www.ncbi.nlm.nih.gov/nuccore/KU296322
14846_EMLK	2015-04-29	Sierra Leone	Kambia	Arias et al		KU296831	https://www.ncbi.nlm.nih.gov/nuccore/KU296831
PL7429	2015-05-29	Sierra Leone	Port Loko	Arias et al		KU296617	https://www.ncbi.nlm.nih.gov/nuccore/KU296617
PL7451	2015-05-29	Sierra Leone	Port Loko	Arias et al		KU296837	https://www.ncbi.nlm.nih.gov/nuccore/KU296837
PL7792	2015-06-09	Sierra Leone	Port Loko	Arias et al		KU296793	https://www.ncbi.nlm.nih.gov/nuccore/KU296793
PL7496	2015-05-31	Sierra Leone	Port Loko	Arias et al		KU296846	https://www.ncbi.nlm.nih.gov/nuccore/KU296846
PL7946	2015-06-12	Sierra Leone	Port Loko	Arias et al		KU296667	https://www.ncbi.nlm.nih.gov/nuccore/KU296667
PL7820	2015-06-09	Sierra Leone	Port Loko	Arias et al		KU296804	https://www.ncbi.nlm.nih.gov/nuccore/KU296804
PL7604	2015-06-04	Sierra Leone	Port Loko	Arias et al		KU296592	https://www.ncbi.nlm.nih.gov/nuccore/KU296592
PL7689	2015-06-06	Sierra Leone	Port Loko	Arias et al		KU296712	https://www.ncbi.nlm.nih.gov/nuccore/KU296712
PL7685	2015-06-06	Sierra Leone	Port Loko	Arias et al		KU296556	https://www.ncbi.nlm.nih.gov/nuccore/KU296556
PL6656	2015-05-01	Sierra Leone	Port Loko	Arias et al		KU296523	https://www.ncbi.nlm.nih.gov/nuccore/KU296523
PL7136b	2015-05-18	Sierra Leone	Port Loko	Arias et al		KU296732	https://www.ncbi.nlm.nih.gov/nuccore/KU296732
PL7055	2015-05-15	Sierra Leone	Port Loko	Arias et al		KU296484	https://www.ncbi.nlm.nih.gov/nuccore/KU296484
15000_EMLK	2015-05-13	Sierra Leone	Kambia	Arias et al		KU296504	https://www.ncbi.nlm.nih.gov/nuccore/KU296504
PL7605	2015-06-04	Sierra Leone	Port Loko	Arias et al		KU296486	https://www.ncbi.nlm.nih.gov/nuccore/KU296486
PL7376	2015-05-27	Sierra Leone	Port Loko	Arias et al		KU296740	https://www.ncbi.nlm.nih.gov/nuccore/KU296740
15373_EMLK	2015-06-10	Sierra Leone	Kambia	Arias et al		KU296802	https://www.ncbi.nlm.nih.gov/nuccore/KU296802
PL7775	2015-06-08	Sierra Leone	Sierra Leone	Arias et al		KU296422	https://www.ncbi.nlm.nih.gov/nuccore/KU296422
G4416.1	2014-07-18	Sierra Leone	Bo	Goba et al		KR105248	https://www.ncbi.nlm.nih.gov/nuccore/KR105248
G4433.1	2014-07-20	Sierra Leone	Kailahun	Goba et al		KR105254	https://www.ncbi.nlm.nih.gov/nuccore/KR105254
G5765.1	2014-09-16	Sierra Leone	Moyamba	Goba et al		KR105326	https://www.ncbi.nlm.nih.gov/nuccore/KR105326
V20142477	2014-10-19	Sierra Leone	Moyamba	Whitmer et al A		KR653255	https://www.ncbi.nlm.nih.gov/nuccore/KR653255
V1211	2014-10-02	Guinea	Dalaba	Simon-Loriere et al	https://www.ncbi.nlm.nih.gov/pubmed/26106863	KR534540	https://www.ncbi.nlm.nih.gov/nuccore/KR534540
V1279	2014-10-04	Guinea	Coyah	Simon-Loriere et al	https://www.ncbi.nlm.nih.gov/pubmed/26106863	KR534589	https://www.ncbi.nlm.nih.gov/nuccore/KR534589
G5756.1	2014-09-18	Sierra Leone	Sierra Leone	Goba et al		KR105324	https://www.ncbi.nlm.nih.gov/nuccore/KR105324
G5731.1	2014-09-16	Sierra Leone	Moyamba	Goba et al		KR105320	https://www.ncbi.nlm.nih.gov/nuccore/KR105320
G5571.1	2014-09-08	Sierra Leone	Kenema	Goba et al		KR105311	https://www.ncbi.nlm.nih.gov/nuccore/KR105311
G5844.1	2014-09-21	Sierra Leone	Moyamba	Goba et al		KR105328	https://www.ncbi.nlm.nih.gov/nuccore/KR105328
V20141061	2014-09-21	Sierra Leone	Moyamba	Whitmer et al A		KR653250	https://www.ncbi.nlm.nih.gov/nuccore/KR653250
V20141043	2014-09-21	Sierra Leone	Moyamba	Whitmer et al A		KR653305	https://www.ncbi.nlm.nih.gov/nuccore/KR653305
G5763.1	2014-09-16	Sierra Leone	Moyamba	Goba et al		KR105325	https://www.ncbi.nlm.nih.gov/nuccore/KR105325
V20140933	2014-09-16	Sierra Leone	Moyamba	Whitmer et al A		KR653280	https://www.ncbi.nlm.nih.gov/nuccore/KR653280
G5737.1	2014-09-16	Sierra Leone	Moyamba	Goba et al		KR105321	https://www.ncbi.nlm.nih.gov/nuccore/KR105321
G5767.1	2014-09-16	Sierra Leone	Sierra Leone	Goba et al		KR105327	https://www.ncbi.nlm.nih.gov/nuccore/KR105327
G4151.1	2014-07-06	Sierra Leone	Kenema	Goba et al		KR105215	https://www.ncbi.nlm.nih.gov/nuccore/KR105215
G4450.1	2014-07-21	Sierra Leone	Kenema	Goba et al		KR105257	https://www.ncbi.nlm.nih.gov/nuccore/KR105257
J0113	2014-10-30	Sierra Leone	Western Urban	Tong et al A	https://www.ncbi.nlm.nih.gov/pubmed/25970247	KP759662	https://www.ncbi.nlm.nih.gov/nuccore/KP759662
J0112	2014-10-31	Sierra Leone	Western Area	Tong et al A	https://www.ncbi.nlm.nih.gov/pubmed/25970247	KP759661	https://www.ncbi.nlm.nih.gov/nuccore/KP759661
V20140872	2014-09-15	Sierra Leone	Western Urban	Whitmer et al A		KR653297	https://www.ncbi.nlm.nih.gov/nuccore/KR653297
G5723.1	2014-09-15	Sierra Leone	Bonthe	Goba et al		KR105319	https://www.ncbi.nlm.nih.gov/nuccore/KR105319
MK0384	2014-12-22	Sierra Leone	Bombali	Arias et al		KU296628	https://www.ncbi.nlm.nih.gov/nuccore/KU296628
J0089	2014-10-23	Sierra Leone	Western Area	Tong et al A	https://www.ncbi.nlm.nih.gov/pubmed/25970247	KP759758	https://www.ncbi.nlm.nih.gov/nuccore/KP759758
J0024	2014-09-29	Sierra Leone	Western Rural	Tong et al A	https://www.ncbi.nlm.nih.gov/pubmed/25970247	KP759663	https://www.ncbi.nlm.nih.gov/nuccore/KP759663
J0028	2014-10-02	Sierra Leone	Bombali	Tong et al A	https://www.ncbi.nlm.nih.gov/pubmed/25970247	KP759683	https://www.ncbi.nlm.nih.gov/nuccore/KP759683
MK0889	2015-01-06	Sierra Leone	Sierra Leone	Arias et al		KU296794	https://www.ncbi.nlm.nih.gov/nuccore/KU296794
MK0885	2015-01-06	Sierra Leone	Bombali	Arias et al		KU296758	https://www.ncbi.nlm.nih.gov/nuccore/KU296758
MK0888	2015-01-06	Sierra Leone	Sierra Leone	Arias et al		KU296376	https://www.ncbi.nlm.nih.gov/nuccore/KU296376
J0150	2014-11-06	Sierra Leone	Western Urban	Tong et al A	https://www.ncbi.nlm.nih.gov/pubmed/25970247	KP759696	https://www.ncbi.nlm.nih.gov/nuccore/KP759696
J0157	2014-11-06	Sierra Leone	Western Urban	Tong et al A	https://www.ncbi.nlm.nih.gov/pubmed/25970247	KP759699	https://www.ncbi.nlm.nih.gov/nuccore/KP759699
J0039	2014-10-03	Sierra Leone	Port Loko	Tong et al A	https://www.ncbi.nlm.nih.gov/pubmed/25970247	KP759620	https://www.ncbi.nlm.nih.gov/nuccore/KP759620
J0154	2014-11-07	Sierra Leone	Western Area	Tong et al A	https://www.ncbi.nlm.nih.gov/pubmed/25970247	KP759617	https://www.ncbi.nlm.nih.gov/nuccore/KP759617
J0159	2014-11-05	Sierra Leone	Western Rural	Tong et al A	https://www.ncbi.nlm.nih.gov/pubmed/25970247	KP759619	https://www.ncbi.nlm.nih.gov/nuccore/KP759619
77529_EMLK	2014-12-30	Sierra Leone	Sierra Leone	Arias et al		KU296477	https://www.ncbi.nlm.nih.gov/nuccore/KU296477
490_EMLH	2015-01-30	Sierra Leone	Sierra Leone	Arias et al		KU296746	https://www.ncbi.nlm.nih.gov/nuccore/KU296746
491_EMLH	2015-01-30	Sierra Leone	Sierra Leone	Arias et al		KU296588	https://www.ncbi.nlm.nih.gov/nuccore/KU296588
J0135	2014-11-03	Sierra Leone	Western Rural	Tong et al A	https://www.ncbi.nlm.nih.gov/pubmed/25970247	KP759602	https://www.ncbi.nlm.nih.gov/nuccore/KP759602
77524_EMLK	2014-12-30	Sierra Leone	Sierra Leone	Arias et al		KU296368	https://www.ncbi.nlm.nih.gov/nuccore/KU296368
75674_EMLH	2015-01-13	Sierra Leone	Western Urban	Arias et al		KU296350	https://www.ncbi.nlm.nih.gov/nuccore/KU296350
592_EMLH	2015-02-05	Sierra Leone	Sierra Leone	Arias et al		KU296447	https://www.ncbi.nlm.nih.gov/nuccore/KU296447
567_EMLH	2015-02-03	Sierra Leone	Sierra Leone	Arias et al		KU296427	https://www.ncbi.nlm.nih.gov/nuccore/KU296427
J0149	2014-11-07	Sierra Leone	Western Urban	Tong et al A	https://www.ncbi.nlm.nih.gov/pubmed/25970247	KP759695	https://www.ncbi.nlm.nih.gov/nuccore/KP759695
MK1079	2015-01-11	Sierra Leone	Bombali	Arias et al		KU296815	https://www.ncbi.nlm.nih.gov/nuccore/KU296815
V20143317	2014-10-29	Sierra Leone	Bombali	Whitmer et al A		KR653282	https://www.ncbi.nlm.nih.gov/nuccore/KR653282
J0174	2014-11-11	Sierra Leone	Western Area	Tong et al A	https://www.ncbi.nlm.nih.gov/pubmed/25970247	KP759708	https://www.ncbi.nlm.nih.gov/nuccore/KP759708
J0171	2014-11-10	Sierra Leone	Western Rural	Tong et al A	https://www.ncbi.nlm.nih.gov/pubmed/25970247	KP759707	https://www.ncbi.nlm.nih.gov/nuccore/KP759707
J0144	2014-11-04	Sierra Leone	Kambia	Tong et al A	https://www.ncbi.nlm.nih.gov/pubmed/25970247	KP759605	https://www.ncbi.nlm.nih.gov/nuccore/KP759605
J0143	2014-11-04	Sierra Leone	Kambia	Tong et al A	https://www.ncbi.nlm.nih.gov/pubmed/25970247	KP759604	https://www.ncbi.nlm.nih.gov/nuccore/KP759604
J0002	2014-09-27	Sierra Leone	Western Urban	Tong et al A	https://www.ncbi.nlm.nih.gov/pubmed/25970247	KP759640	https://www.ncbi.nlm.nih.gov/nuccore/KP759640
J0041	2014-10-04	Sierra Leone	Western Area	Tong et al A	https://www.ncbi.nlm.nih.gov/pubmed/25970247	KP759710	https://www.ncbi.nlm.nih.gov/nuccore/KP759710
361_EMLH	2015-01-21	Sierra Leone	Western Urban	Arias et al		KU296420	https://www.ncbi.nlm.nih.gov/nuccore/KU296420
J0016	2014-09-30	Sierra Leone	Western Rural	Tong et al A	https://www.ncbi.nlm.nih.gov/pubmed/25970247	KP759742	https://www.ncbi.nlm.nih.gov/nuccore/KP759742
G6103.1	2014-09-28	Sierra Leone	Moyamba	Goba et al		KR105348	https://www.ncbi.nlm.nih.gov/nuccore/KR105348
V20141397	2014-09-28	Sierra Leone	Moyamba	Whitmer et al A		KR653288	https://www.ncbi.nlm.nih.gov/nuccore/KR653288
G6104.1	2014-09-28	Sierra Leone	Moyamba	Goba et al		KR105349	https://www.ncbi.nlm.nih.gov/nuccore/KR105349
V20140174	2014-08-27	Sierra Leone	Western Urban	Whitmer et al A		KR653294	https://www.ncbi.nlm.nih.gov/nuccore/KR653294
J0001	2014-09-27	Sierra Leone	Western Rural	Tong et al A	https://www.ncbi.nlm.nih.gov/pubmed/25970247	KP759636	https://www.ncbi.nlm.nih.gov/nuccore/KP759636
J0007	2014-09-27	Sierra Leone	Western Rural	Tong et al A	https://www.ncbi.nlm.nih.gov/pubmed/25970247	KP759631	https://www.ncbi.nlm.nih.gov/nuccore/KP759631
77601_EMLK	2015-01-05	Sierra Leone	Western Urban	Arias et al		KU296826	https://www.ncbi.nlm.nih.gov/nuccore/KU296826
KT2449	2014-12-05	Sierra Leone	Western Urban	Arias et al		KU296465	https://www.ncbi.nlm.nih.gov/nuccore/KU296465
J0066	2014-10-10	Sierra Leone	Western Area	Tong et al A	https://www.ncbi.nlm.nih.gov/pubmed/25970247	KP759730	https://www.ncbi.nlm.nih.gov/nuccore/KP759730
